Country,Year,Country_Code,Continent,Region,Population,GDP_Per_Capita,Per_Capita_Sugar_Consumption,Total_Sugar_Consumption,Sugar_From_Sugarcane,Sugar_From_Beet,Sugar_From_HFCS,Sugar_From_Other,Processed_Food_Consumption,Avg_Daily_Sugar_Intake,Diabetes_Prevalence,Obesity_Rate,Sugar_Imports,Sugar_Exports,Avg_Retail_Price_Per_Kg,Gov_Tax_,Gov_Subsidies_,Education_Campaign_,Urbanization_Rate,Climate_Conditions,Sugarcane_Production_Yield,Gov_Tax,Gov_Subsidies,Education_Campaign
Mexico,1999,MEX,North America,Central America,189184917.5,26538.15914,40.65542455,7691393.141,63.45956419,9.235301838,10.89990406,16.40522991,43.15926942,111.3958633,9.882150133,34.42018899,115512.4323,3949623.668,4.819681493,0,1,0,45.52999097,2,34.53810981,0,1,0
China,1965,CHN,Asia,East Asia,82896972.3,16342.58479,39.03218072,3235649.604,84.48251947,38.45867692,40.82870564,-63.76990203,266.547711,106.9481752,6.92955557,12.5990639,5100438.737,5584264.562,1.7915716,0,1,0,80.96107414,2,96.44496397,0,1,0
Australia,2008,AUS,Oceania,Australia & New Zealand,166559267.9,13943.57023,45.90249819,7645486.493,82.42050151,17.78659836,41.20789595,-41.41499582,63.70723173,125.772845,7.496214733,20.10970917,211647.0153,5874679.726,3.826905074,0,1,0,65.9544246,2,41.42001798,0,1,0
France,2014,FRA,Europe,Western Europe,74109358.76,31096.12559,35.12793402,2603308.664,57.35123194,20.99509637,0.239804354,21.41386733,216.4745482,96.2505392,5.375183084,5.781921512,9075655.864,1214280.409,4.167501086,0,0,1,10.33473573,3,64.92401237,0,0,1
India,2002,IND,Asia,South Asia,177062101.5,39650.79834,52.72067988,9334834.372,87.33423338,19.04881349,9.890989125,-16.27403599,31.00131093,144.4546629,11.3675391,38.74469572,4454856.057,2640720.727,2.4182557,0,1,0,55.04518562,2,78.81727464,0,1,0
Mexico,2006,MEX,North America,Central America,130148451.4,22441.31147,27.65156424,3598808.266,75.12131386,5.974853963,20.09001748,-1.186185309,166.136452,75.76528603,3.014045002,15.16880627,182735.3834,8603726.663,1.373862023,0,0,1,23.66508547,4,47.27126412,0,0,1
China,1998,CHN,Asia,East Asia,12786095.11,24918.27841,16.46514439,210524.9022,69.87019127,6.202369774,12.43180331,11.49563565,97.15784071,45.11449563,11.31240162,23.64196423,4761559.013,4833715.356,2.801562079,0,0,1,34.97291135,4,47.17928567,0,0,1
China,1981,CHN,Asia,East Asia,220461720.5,32745.7242,7.195666526,1586369.023,58.03458188,24.68300458,33.08083069,-15.79841715,293.1693676,19.71612628,13.8283963,21.70313195,5763908.09,3469194.093,2.923271646,0,1,1,13.19870449,2,81.54886831,0,1,1
Indonesia,2020,IDN,Asia,Southeast Asia,83125258.9,6669.583111,26.10976483,2170380.962,79.20780692,22.58135762,2.425328301,-4.214492845,270.8961141,71.54075564,11.06939228,19.051882,9066572.389,712616.4941,3.828556007,0,0,0,11.20759349,5,32.48505258,0,0,0
South Africa,1989,ZAF,Africa,Sub-Saharan Africa,276138112.2,41516.03176,32.74712412,9042729.034,86.83180474,39.52734394,49.57301739,-75.93216607,137.8259161,89.72712009,13.69990509,11.33053906,2252511.889,5087039.292,1.439431421,0,0,1,26.82019672,1,79.10187114,0,0,1
Russia,1986,RUS,Europe,Eastern Europe,84886615.26,41928.46345,47.83946646,4060930.384,52.59793573,14.21323036,27.96819931,5.220634596,257.6194037,131.0801381,4.205672253,26.67574183,5727065.795,6413297.732,3.876592004,0,1,1,68.38214125,2,66.25933803,0,1,1
Indonesia,1967,IDN,Asia,Southeast Asia,298990200.2,27281.80739,57.4196625,17167916.39,70.82978663,17.89671804,35.62847084,-24.3549755,79.42179353,157.3298753,12.86930292,24.44659033,5335373.683,5657150.65,1.818350885,0,0,0,55.74042776,3,86.00385615,0,0,0
India,2002,IND,Asia,South Asia,139422399.2,9784.224165,20.6040821,2872670.56,85.08528202,39.57517871,34.78776604,-59.44822677,160.9183513,56.45518497,12.33007992,20.40393379,1076002.628,7864996.558,0.919153549,0,0,1,19.21032564,1,96.84575441,0,0,1
China,1987,CHN,Asia,East Asia,8895788.557,25287.7969,37.05816733,329661.6209,88.10091596,6.675893633,27.04174075,-21.81855035,250.3237667,101.5393785,7.285630839,24.22810639,9617066.362,2799602.162,1.954066565,0,1,0,48.69011245,4,73.09285126,0,1,0
USA,2012,USA,North America,Northern America,23804425.57,5743.99445,20.1927017,480675.6646,52.8855903,27.49222741,34.04375047,-14.42156817,208.5045038,55.32800265,11.59469624,27.76307258,3076159.476,514115.8572,1.111321706,0,0,1,18.1982515,3,53.01292869,0,0,1
Indonesia,1961,IDN,Asia,Southeast Asia,25544316.7,38282.83013,66.82574767,1707018.062,81.6421932,8.557598724,4.564643562,5.235564518,140.1398022,183.1025486,9.169551943,35.11508207,7240994.27,5795525.32,4.863893618,0,0,0,50.4763649,5,85.43051224,0,0,0
USA,1979,USA,North America,Northern America,17808111.88,15902.11765,47.09053919,838593.5905,61.25624959,38.12395599,23.07288451,-22.4530901,165.2683428,129.0280774,12.43876702,13.0303215,7850536.53,2310578.571,3.911114136,0,0,0,73.95793966,1,38.27231352,0,0,0
France,1970,FRA,Europe,Western Europe,81069030.5,15899.18533,49.06365605,3977543.029,71.66017414,15.08308306,42.59237004,-29.33562725,94.29593144,134.4344176,12.19383269,31.97774319,6898608.698,1826136.202,2.110848638,0,0,0,49.91679213,3,45.09115709,0,0,0
Germany,1973,DEU,Europe,Western Europe,98052059.92,47279.91619,39.52956971,3875955.737,81.34929937,33.49341748,21.97480051,-36.81751736,173.4403929,108.311021,6.8306054,33.54925004,1181280.582,6491215.072,2.404405362,0,1,1,25.49430109,1,65.92273764,0,1,1
India,1983,IND,Asia,South Asia,34274473.37,21382.00119,23.31893498,799244.216,71.80538091,36.89397876,15.24298075,-23.94234042,49.40317647,63.89388185,2.901891768,31.05880009,3781081.036,5339262.199,2.125007952,0,1,1,46.51034834,5,52.98482525,0,1,1
Russia,1972,RUS,Europe,Eastern Europe,132001314,39583.97714,18.02794226,2379712.066,54.4023965,34.64555692,33.90723119,-22.9551846,229.5100188,49.3965618,12.54254695,33.63552042,8287727.751,8553080.779,1.768278941,0,1,1,47.68595437,1,82.47202252,0,1,1
South Africa,1967,ZAF,Africa,Sub-Saharan Africa,110239895.7,32039.55279,47.68195842,5256454.122,73.62139446,24.49157139,28.59557953,-26.70854538,298.5332572,130.6485661,6.913465645,25.23620458,8225684.56,7721391.695,4.951997069,0,0,0,63.15345752,2,64.88400644,0,0,0
China,2003,CHN,Asia,East Asia,191260874.8,16150.69738,64.91096702,12414928.33,54.71243639,39.06958013,32.00635642,-25.78837293,25.07054209,177.8560496,10.97054505,5.767923574,2445190.006,4525838.28,1.142208109,0,1,1,39.46639008,4,89.1248902,0,1,1
Germany,1980,DEU,Europe,Western Europe,59563503.29,6627.642642,18.83809031,1122062.654,63.8977509,28.68119258,57.50344639,-50.08238987,239.8326178,51.61636744,10.55988788,29.34911726,5381991.059,3094817.173,1.285438786,0,1,,64.9061829,4,69.31183178,0,1,0
South Africa,1981,ZAF,Africa,Sub-Saharan Africa,274281661.6,39988.24419,42.16468173,11564998.97,72.32923944,32.51511469,8.99973325,-13.84408739,253.5285801,115.531228,14.47522617,35.17303649,8204678.242,9770202.307,1.352324798,0,1,0,43.74290999,1,72.13165214,0,1,0
Russia,1968,RUS,Europe,Eastern Europe,155281242.9,38243.93219,39.40612317,6119031.782,89.65659908,13.54423724,36.98895846,-40.18979478,19.81525084,107.9727775,3.279850905,14.22927898,6127787.505,6750047.579,4.012970537,0,1,1,64.04801838,2,55.96561986,0,1,1
Russia,2017,RUS,Europe,Eastern Europe,187496178.8,8873.625555,46.70745127,8757468.634,79.07721262,19.64306138,1.834915758,-0.555189765,179.587964,127.9784165,10.00225975,31.0521914,2133541.444,9893862.932,3.013642261,0,1,1,57.58169253,3,56.64003345,0,1,1
Japan,2017,JPN,Asia,East Asia,12816581.18,12831.23609,43.20634631,553757.6451,62.13210775,25.93654056,38.83112622,-26.89977453,268.8963977,118.3853889,11.2375812,8.914524174,7988197.126,5814350.904,1.040858511,0,0,0,52.92924188,1,31.91488393,0,0,0
France,2001,FRA,Europe,Western Europe,168167521,38428.74647,22.73164944,3822725.133,85.06209425,10.10342251,11.837005,-7.002521753,174.6503959,62.28471946,10.46493852,27.61624366,8314784.218,2342968.206,1.808023003,0,1,1,41.93843925,2,69.0508499,0,1,1
Russia,2023,RUS,Europe,Eastern Europe,111061961.1,49189.72982,49.94370996,5546846.375,59.04588257,38.80049912,48.41450642,-46.26088811,180.5750897,136.8457653,13.01204705,6.999922565,9189441.383,6724043.996,2.762864558,0,1,1,81.16457724,3,58.17729717,0,1,1
USA,2002,USA,North America,Northern America,277327442.6,42260.24369,22.72288786,6301680.379,65.35967252,8.839765809,16.18086261,9.619699061,298.7002363,62.26071275,3.320560354,24.16048923,8372242.833,9059794.494,4.300498752,0,0,1,40.47518655,2,31.7051839,0,0,1
India,1970,IND,Asia,South Asia,265807351.3,34365.50178,47.44458919,12611120.59,75.88085263,30.65011146,24.06378743,-30.59475151,270.4010051,129.9981744,6.072627471,35.69380035,6338695.294,6355971.638,1.30955271,0,0,,53.2607647,5,63.25808816,0,0,0
USA,1975,USA,North America,Northern America,191656961.3,45813.58407,24.49566795,4694765.285,66.42245715,7.030626402,30.94571283,-4.398796384,194.0486531,67.11813019,10.8905884,18.25928199,4651767.798,4661946.395,0.851959973,0,0,1,10.92314339,4,58.52825359,0,0,1
South Africa,2009,ZAF,Africa,Sub-Saharan Africa,230587553.9,14619.1656,10.35747834,2388305.596,79.18307942,8.592409876,36.59774063,-24.37322992,159.1309091,28.37949066,6.62789219,11.54138343,9979679.106,2210281.48,4.608618299,0,0,0,77.01989684,5,99.71305377,0,0,0
Indonesia,2012,IDN,Asia,Southeast Asia,193733354,977.783865,13.26951484,2570747.615,76.0242893,26.81667196,17.94857713,-20.7895384,65.65783907,36.35847065,5.68045757,28.74501538,9816487.319,7182090.149,2.607007552,0,0,1,20.91582802,2,89.52778431,0,0,1
South Africa,1968,ZAF,Africa,Sub-Saharan Africa,6073465.371,16387.91961,59.21625608,359647.8807,76.69137946,20.83689604,9.403999732,-6.932275233,254.7917169,162.2525417,8.262647902,34.59314649,4789108.666,3134193.654,4.977123273,0,0,0,69.81296424,1,87.73542346,0,0,0
Indonesia,1962,IDN,Asia,Southeast Asia,211234836.9,48610.74877,12.88809197,2722414.005,66.81054987,5.127537154,38.11186002,-10.04994704,92.84600867,35.31337201,13.5567076,15.58866681,7581400.092,4349256.421,1.002987497,0,1,1,88.13751442,2,78.35432732,0,1,1
France,2013,FRA,Europe,Western Europe,53950138.39,44157.53135,26.48335935,1428780.902,52.20519709,18.7783072,26.51470653,2.501789186,11.90368621,72.56440461,5.372076664,25.04321118,3360980.631,6703054.843,1.819509349,1,0,0,32.39436633,1,88.24708813,1,0,0
Germany,1995,DEU,Europe,Western Europe,205088715.5,2992.634677,23.69671384,4859928.605,84.90829078,13.7531552,3.457885256,-2.119331236,26.23321886,64.92899593,12.94806646,28.0978564,1935416.167,4868413.154,1.290178772,0,0,1,87.71370763,4,45.7890618,0,0,1
Australia,2011,AUS,Oceania,Australia & New Zealand,4141528.485,25346.94235,8.760881093,36283.4386,52.9609121,35.50545441,32.21112986,-20.67749637,67.03901581,24.00481419,6.887774224,18.66226175,9092025.172,5631769.77,4.291729139,0,0,0,10.82676219,2,78.15178535,0,0,0
Brazil,2010,BRA,South America,South America,93961135.71,4410.988283,43.96876967,4131355.534,68.56138097,29.78308613,28.0287325,-26.3731996,245.9204656,120.4744289,11.71343707,7.360507586,417913.7287,2112951.577,0.978779183,0,1,1,77.71442123,3,96.40591634,0,1,1
Russia,2001,RUS,Europe,Eastern Europe,155561465.7,39557.05516,56.92105561,8854722.842,62.07761098,30.81249313,30.74036197,-23.63046607,292.615011,155.9636924,5.187354802,34.05482821,7424553.808,8194254.99,3.937861975,0,1,0,25.37829951,3,61.87148728,0,1,0
South Africa,1972,ZAF,Africa,Sub-Saharan Africa,100618009.5,18944.47091,69.50143615,6993096.163,61.85323801,38.28322059,6.425290877,-6.561749484,217.8361549,190.4339351,5.771341302,34.32238617,8432669.123,1515720.537,2.679489773,0,0,1,82.66664663,4,88.44090212,0,0,1
Germany,1960,DEU,Europe,Western Europe,208502188.4,45641.28195,65.84208552,13728218.92,59.0649716,29.84508672,28.37845367,-17.28851199,58.21082499,180.4073143,5.228484894,8.574811514,7225334.667,1731965.733,4.372714151,0,0,1,57.10617314,4,62.11797102,0,0,1
India,2003,IND,Asia,South Asia,157290152.1,3195.398157,8.206197259,1290754.015,60.86610969,10.62000357,44.71526605,-16.20137931,260.8595417,22.48498049,13.1535581,25.58274248,8822998.56,586113.1796,0.949618976,0,1,0,73.37207944,2,38.42223961,0,1,0
China,1970,CHN,Asia,East Asia,287940546.9,36832.82543,21.73806541,6259270.442,88.21365168,37.80592042,7.963654808,-33.9832269,244.9097185,59.56229921,11.60346401,30.62426927,2746649.201,7074306.224,1.154678289,0,0,1,20.24668504,1,33.7514128,0,0,1
Japan,1983,JPN,Asia,East Asia,107985914.6,20268.60559,31.787687,3432622.455,88.8821148,8.958769029,37.41523745,-35.25612128,256.1803876,87.09826238,14.18326491,8.249097382,7854719.305,9320823.696,4.344882265,0,1,0,45.48108011,3,83.53421595,0,1,0
India,1964,IND,Asia,South Asia,216835940.1,13777.20756,61.87593258,13416926.01,72.83698233,11.74128334,10.67224262,4.749491707,62.53940237,169.5400553,11.54691383,34.62246469,7141729.941,703457.1317,2.8063449,0,0,1,24.20408404,2,58.47801118,0,0,1
Australia,2023,AUS,Oceania,Australia & New Zealand,250916657.7,26113.73234,28.40551059,7127415.777,70.98626833,14.98006628,18.54550394,-4.511838555,159.7256053,77.83109902,11.00814521,17.40063515,9855434.901,1772648.505,1.895420206,0,0,0,38.12567977,1,73.80934853,0,0,0
France,1961,FRA,Europe,Western Europe,76831718.35,24531.59155,42.07030235,3232333.621,51.93460349,11.12852193,21.75929104,15.17758354,191.6420007,115.2726285,9.825832935,25.59551017,9126520.31,3728999.826,1.860359052,0,0,,71.07668041,5,64.94159965,0,0,0
Russia,1976,RUS,Europe,Eastern Europe,226485311.3,17766.13944,47.87354484,10842654.7,82.14941667,5.641246538,45.80305634,-33.59371955,206.5462122,131.1735129,3.864338489,18.17845827,635123.8328,2828718.569,2.298465487,0,0,0,31.80902528,5,89.62916268,0,0,0
Australia,1976,AUS,Oceania,Australia & New Zealand,118600886,32618.39859,24.36731788,2889985.49,56.82207133,21.07046139,13.56416773,8.543299548,208.6339621,66.76645098,3.01939688,23.49200662,1311503.431,6302562.108,2.74001144,0,0,1,66.722749,4,64.69246678,0,0,1
Germany,1979,DEU,Europe,Western Europe,39489418.34,33235.15427,42.82613537,1691179.176,55.70333642,29.07889074,15.81928504,-0.6015122,13.87107278,117.3436109,9.39928723,28.03063474,9988540.703,400388.1103,0.741650141,0,0,1,54.00817208,2,72.44942268,0,0,1
France,2023,FRA,Europe,Western Europe,2090476.152,4318.340108,8.307557851,17366.75157,66.96283705,19.74295324,52.20531848,-38.91110876,288.3273668,22.76270851,8.644535083,29.78695189,6141451.39,5828492.475,0.714240968,0,1,,54.42028569,5,47.2904263,0,1,0
Germany,1974,DEU,Europe,Western Europe,223383508.2,29973.04605,36.21191346,8089144.27,63.90163222,13.21712923,44.60579254,-21.72455399,177.9893555,99.22064289,5.742838211,19.0843517,941252.2977,5518337.264,2.848785997,0,0,1,11.41044626,4,42.55639957,0,0,1
Australia,1963,AUS,Oceania,Australia & New Zealand,56686979.58,35681.38885,29.60482301,1678207.997,53.8654639,35.90163241,30.37488133,-20.14197764,66.3100296,81.11721504,10.32795819,8.896563838,3283987.377,413690.6098,1.82775965,0,1,1,25.71045239,3,47.93818017,0,1,1
Brazil,2013,BRA,South America,South America,16306896.63,4256.478706,28.12404883,458615.9571,55.91737174,18.59052788,18.95823248,6.533867899,232.2040248,77.05989379,14.34286435,17.01318329,3824555.933,3756460.245,3.046080407,0,0,1,81.64665616,5,41.43944486,0,0,1
USA,1970,USA,North America,Northern America,149665517.2,33126.96665,20.26803846,3033426.458,89.69348481,34.36087369,47.50337537,-71.55773387,25.67331691,55.53442537,12.64265934,34.21406192,721575.4205,9209575.821,4.258678698,0,0,1,42.98902129,5,69.62350416,0,0,1
Australia,1982,AUS,Oceania,Australia & New Zealand,104662712.4,40296.87327,58.15272534,6086421.965,79.39302741,11.24745046,33.75551219,-24.39599006,57.92434447,159.3384674,10.70352744,25.64489391,6209322.087,1927335.893,1.789912082,0,0,1,26.8498956,1,65.27254352,0,0,1
India,1960,IND,Asia,South Asia,207850204.6,41681.22748,62.3249953,12954263.03,73.94228783,16.66835465,19.82157012,-10.4322126,125.0320903,170.7704871,6.845512767,20.66764636,9472723.195,9296226.571,3.372382135,1,1,1,64.60834802,1,71.46634961,1,1,1
Brazil,2001,BRA,South America,South America,33101924.32,2561.544857,62.72835099,2076429.127,62.14465949,33.12284467,18.89073202,-14.15823617,173.3196938,171.8756817,6.550935425,28.45303762,7025681.62,7307260.347,2.925412184,0,1,0,78.68790165,5,58.41048132,0,1,0
Brazil,2009,BRA,South America,South America,40663297.72,35022.16493,30.74695395,1250272.542,67.13760457,6.065626695,27.4361012,-0.639332458,131.1240486,84.24665382,13.52071038,33.61339637,8585098.222,2591621.581,1.666735703,0,1,0,72.60931776,2,36.32148106,0,1,0
Indonesia,2006,IDN,Asia,Southeast Asia,121828204.8,39950.34026,21.84548437,2661396.143,75.11934382,37.21714521,56.91966494,-69.25615397,98.06648615,59.85662717,7.286847953,35.85891134,9241235.763,84978.92571,3.347317912,,0,1,54.44948303,2,33.83868474,0,0,1
Russia,2010,RUS,Europe,Eastern Europe,156602043.3,20142.72852,11.39679902,1784762.013,81.3711832,18.87946433,38.59616657,-38.84681409,223.7205318,31.22722931,10.2432607,30.26073141,9812993.152,4228109.41,4.776594763,0,0,0,15.1808146,5,82.96230509,0,0,0
Brazil,2016,BRA,South America,South America,247433981.7,27370.61783,48.7064985,12051642.86,87.85636558,39.22936634,40.76175367,-67.84748559,11.95073705,133.4558059,14.63200026,8.151750756,8113150.148,5991239.176,4.102609276,0,0,0,26.7743377,2,88.56244482,0,0,0
India,1963,IND,Asia,South Asia,176101932.1,13623.22102,26.46090473,4659816.448,54.90721815,29.54759681,23.21429667,-7.669111626,206.744934,72.50287896,7.396513577,12.82607599,5163202.944,1078829.222,0.768366667,0,0,1,58.51785991,3,87.82457502,0,0,1
Brazil,1997,BRA,South America,South America,270876636.1,15856.94048,22.98330724,6225640.951,57.66566796,38.22874166,58.59406513,-54.48847474,285.4596285,62.97426183,11.66880413,38.78479762,701927.562,634647.3372,1.475391727,0,0,1,66.15489358,5,49.51389868,0,0,1
Japan,1961,JPN,Asia,East Asia,66112583.01,25330.16769,29.1434778,1926750.595,72.70286376,7.317358396,24.42299458,-4.443216731,53.64288311,79.85312917,13.09128676,30.31981546,529924.859,445717.5996,2.053538472,0,0,0,85.77125887,2,49.53159387,0,0,0
Japan,2004,JPN,Asia,East Asia,179269635.3,7981.347094,41.0570391,7360280.426,87.53973438,30.27049813,0.718377995,-18.52861051,258.1634965,112.4962871,4.883699383,36.21070812,7628840.925,7576833.099,4.259977341,1,0,1,71.35763594,2,68.12133249,1,0,1
Germany,1986,DEU,Europe,Western Europe,196916284.5,18840.58227,15.52514207,3057153.294,68.10167761,35.64119485,48.07055119,-51.81342366,63.74137198,42.53888928,3.366540216,23.56929084,2532491.923,7695662.469,3.291121868,0,0,0,53.07140402,3,80.77840083,0,0,0
Russia,1993,RUS,Europe,Eastern Europe,218015710.5,15421.06409,67.48694069,14713213.32,75.35785873,39.56476507,30.77313258,-45.69575638,132.0475853,184.9142175,14.27354997,8.50979885,4075628.195,6654438.786,3.401600298,0,0,1,58.93825567,5,47.09116609,0,0,1
Indonesia,1972,IDN,Asia,Southeast Asia,296606558.8,12293.35536,52.61991615,15607412.25,61.74901896,6.169140292,9.013982603,23.06785814,292.7615986,144.1785702,14.93635788,9.974233507,8036484.954,7172520.28,2.993622922,0,0,0,25.9815186,4,77.93545819,0,0,0
South Africa,2006,ZAF,Africa,Sub-Saharan Africa,140942112.9,24452.4911,8.04106813,1133325.132,82.46955076,7.910001529,1.376171686,8.244276022,238.1504886,22.03252668,7.426839364,38.52759908,6164411.89,3472454.34,1.465859253,0,0,0,24.14271565,5,68.8117955,0,0,0
Russia,2020,RUS,Europe,Eastern Europe,111426554.4,42014.52239,24.94120606,2779112.654,74.21044446,30.60894924,59.5294733,-64.348867,114.2262089,68.33890462,8.91026236,16.96359256,7992105.209,1193711.223,1.068067734,0,1,1,23.28003318,1,41.3765413,0,1,1
China,1977,CHN,Asia,East Asia,255809795.9,12491.97378,8.267708416,2114960.802,65.27233441,6.362405335,38.84102639,-10.47576613,111.287162,22.65352106,11.75978502,18.56189131,5517623.144,1356765.681,1.396149453,0,1,0,72.41569561,3,44.68976428,0,1,0
Australia,1970,AUS,Oceania,Australia & New Zealand,53860480.62,33156.64193,19.91679796,1072728.31,71.7048506,5.397907693,27.94808087,-5.050839158,103.3939961,54.57202641,4.972915341,39.09905484,2039795.618,3146178.27,2.821278126,0,0,1,13.34195061,2,52.36468209,0,0,1
China,1964,CHN,Asia,East Asia,12071401.09,13082.53478,23.62840784,285227.9881,77.79028771,24.07750719,20.03509833,-21.90289322,115.1275069,64.74183749,2.73164082,21.67446082,7816150.02,3744260.909,3.773276291,0,0,0,76.50962253,3,94.61045561,0,0,0
Russia,1988,RUS,Europe,Eastern Europe,133633127,7533.130961,51.66868232,6904647.586,58.54050689,23.53123611,4.33178194,13.59647506,293.0047786,141.5721895,14.28557852,5.483538466,7050126.761,9079149.47,4.85400165,0,0,1,43.09534801,2,91.4911585,0,0,1
Russia,1984,RUS,Europe,Eastern Europe,74914550.51,47194.43431,51.71809061,3874437.511,63.65780337,26.47252566,38.71996647,-28.85029551,108.8251534,141.7075683,11.72032301,24.11374753,5053705.727,3768242.61,4.963244639,0,0,0,52.90121884,2,44.93591189,0,0,0
South Africa,1973,ZAF,Africa,Sub-Saharan Africa,119561095,31845.16888,7.946145061,950049.8043,60.02041905,5.492910848,22.13828385,12.34838625,139.0810933,21.77243747,11.0371194,30.56166392,5568217.643,4361118.528,0.791920712,0,0,0,73.5313333,3,88.34313379,0,0,0
Russia,2013,RUS,Europe,Eastern Europe,295838910.1,5677.51326,43.22829704,12788612.28,88.40638052,22.61538401,59.38130998,-70.4030745,71.52096176,118.4455339,10.51145214,23.95446133,560587.5574,4298874.166,4.941598555,1,1,0,27.02161795,4,58.68661553,1,1,0
Australia,2007,AUS,Oceania,Australia & New Zealand,105197980.8,31815.87787,67.45919103,7096570.685,51.71872599,15.0339358,6.510331872,26.73700633,195.2349349,184.8381834,10.84427575,27.66643928,7105189.829,7285200.886,2.126880359,0,0,1,25.74980792,4,53.48282127,0,0,1
Germany,2005,DEU,Europe,Western Europe,212681746.8,9229.177276,45.84372794,9750124.139,52.2576483,31.4620952,14.76737307,1.51288343,251.4858648,125.6118146,15.72312703,23.04098875,7464055.366,292925.5122,4.979823434,0,0,1,49.5534052,1,47.91472483,0,0,1
Germany,2000,DEU,Europe,Western Europe,75870200.92,44445.92595,67.43557617,5116350.713,64.2294471,17.18720137,24.20665522,-5.623303691,92.93371206,184.7734787,11.74185679,12.88613459,6665109.421,4471809.373,3.669727759,0,0,0,81.53685559,2,79.98196813,0,0,0
USA,1997,USA,North America,Northern America,91723460.19,12749.80543,29.7363426,2727520.237,71.52107189,17.48084177,47.84430897,-36.84622264,71.69842809,81.47757873,4.499809351,8.092208481,4467194.63,8688579.414,4.086907514,1,0,,57.03420087,4,62.90034573,1,0,0
Germany,2000,DEU,Europe,Western Europe,73703402.84,40436.49519,34.88558892,2571186.614,63.15588964,27.89818045,46.6197455,-37.67381559,140.9004547,95.58651365,6.280255071,5.550833021,249796.2173,8726368.281,4.345381781,1,0,,11.53432631,1,98.92035553,1,0,0
Australia,2020,AUS,Oceania,Australia & New Zealand,172076100.2,10360.16407,37.20662328,6402370.636,84.27729662,28.12329163,14.65064837,-27.05123663,208.5945731,101.9461478,6.461081905,29.03668421,6481559.446,7395439.445,1.239363451,0,0,0,62.38066159,2,69.40704197,0,0,0
France,1996,FRA,Europe,Western Europe,68606467.27,28135.37125,65.05656116,4463300.834,56.77533871,7.040537784,21.67521708,14.50890643,127.912688,178.2549776,6.213413654,18.56936974,7569647.305,4012973.208,2.444122302,1,0,1,57.95339869,3,57.39391348,1,0,1
India,1970,IND,Asia,South Asia,215790866.7,45660.26955,29.71826844,6412930.902,64.58504299,26.91015636,3.546718781,4.95808187,52.83549169,81.42805551,13.91714981,22.91314374,3738520.366,2510608.636,1.687010756,1,0,0,39.87288221,2,54.73678216,1,0,0
USA,2003,USA,North America,Northern America,204401985.4,15152.12983,68.92219654,14087833.81,69.51803034,28.02482946,22.70341695,-20.24627675,62.30286767,188.8468185,10.35561644,9.104734409,4094916.519,910773.7899,0.990970469,0,1,1,39.06636598,5,73.54655662,0,1,1
Germany,1991,DEU,Europe,Western Europe,126959633.1,4529.168012,40.30319228,5116878.506,58.08658585,21.01332756,10.09950605,10.80058053,93.37787431,110.4307469,9.145057812,24.41532161,1704629.45,4815912.699,1.372475672,0,0,0,17.41628822,3,42.89665046,0,0,0
Australia,2008,AUS,Oceania,Australia & New Zealand,8647529.29,27853.30251,19.17784696,165840.9934,61.60361295,33.97528266,55.17314634,-50.75204194,252.0185519,52.54730068,15.27171162,13.66918611,6445088.153,8565086.913,0.812080713,0,1,0,10.37234322,3,68.50082744,0,1,0
Mexico,1965,MEX,North America,Central America,7772688.536,9030.363372,11.73972316,91249.21161,87.89639091,5.318503233,48.47986459,-41.69475873,157.6561503,32.16684146,2.796058847,33.53694044,7761939.907,3484951.246,2.235013522,0,0,0,13.8223124,1,91.37555726,0,0,0
Mexico,2011,MEX,North America,Central America,160309238.3,36553.06256,16.23672876,2602897.621,70.80908204,38.89311586,9.904049742,-19.60624764,180.4756863,44.48863681,8.222555957,25.90318934,5993151.869,5135285.181,1.479801056,0,0,,10.95392939,2,83.6195423,0,0,0
South Africa,2016,ZAF,Africa,Sub-Saharan Africa,251920449.7,29745.64709,7.55337829,1902850.456,84.78666118,18.1608729,29.44616966,-32.39370374,68.35763217,20.69625651,4.958367275,7.195986073,6436317.871,3281912.48,2.560082325,,0,1,75.62076364,2,49.73443737,0,0,1
South Africa,1965,ZAF,Africa,Sub-Saharan Africa,180063227.7,17645.5679,50.00016646,9003191.361,60.77465123,25.84944257,57.49948194,-44.12357574,199.8023078,137.0004561,8.705281441,12.52199436,8722399.73,4028234.457,2.429632191,1,0,0,83.26099456,2,75.80100566,1,0,0
Mexico,2006,MEX,North America,Central America,131259488,35429.83398,38.59877171,5066455.012,74.49477982,6.201388031,24.63634999,-5.332517845,253.2509329,105.7606345,4.992978707,13.20075733,9176610.005,1400984.209,3.224934769,0,0,1,11.91153638,3,66.85099381,0,0,1
Russia,2022,RUS,Europe,Eastern Europe,264753531.2,12307.13478,52.96505302,14022684.82,80.52979348,29.81151125,26.88539075,-37.22669548,68.02865547,145.1242453,5.089096461,33.1156904,6779035.147,6935771.054,4.815205525,0,1,0,51.24428199,5,41.93719472,0,1,0
Russia,2008,RUS,Europe,Eastern Europe,59901639.26,45893.30982,55.84703791,3345329.119,66.86347153,24.02952381,20.49032403,-11.38331937,26.94760894,153.0208839,6.758890625,22.10710956,1685977.111,492780.6961,4.793222059,0,0,0,23.40034742,1,35.66645251,0,0,0
